build,subfeature,playtime,fps,date
is_86,One,29794,59.610893,2023-01-16 07:01:19.946
is_86,Four,29048,58.00665,2023-01-16 06:34:31.17
is_89,Two,51749,81.52294,2023-01-23 08:20:46.693
is_89,Three,51827,64.49616,2023-01-23 08:25:33.345
is_89,Four,51887,76.81098,2023-01-23 08:32:40.013
is_89,Four,52107,89.417725,2023-01-23 08:40:40.096
is_89,One,52743,67.34586,2023-01-23 09:05:34.444
is_89,Three,52492,74.53237,2023-01-23 08:55:07.745
is_89,Two,53073,76.34599,2023-01-23 09:15:07.76
is_89,Four,53436,63.46054,2023-01-23 09:25:59.986
is_89,Two,54370,52.510258,2023-01-23 10:40:12.279
is_89,Three,53860,69.4507,2023-01-23 10:16:09.927
is_89,One,54167,34.641476,2023-01-23 10:27:18.896
is_89,Four,54699,63.256443,2023-01-23 10:49:52.207
is_89,One,55040,49.057693,2023-01-23 11:16:58.838
is_89,Three,55237,66.10998,2023-01-23 11:32:25.506
is_89,Two,55414,41.43762,2023-01-23 11:48:15.551
liveday_26,Three,38902,59.43128,2023-04-11 07:03:08.839
liveday_26,One,36660,58.845028,2023-04-11 06:22:45.595
liveday_26,One,37161,59.661667,2023-04-11 06:32:00.055
s00_13,NULL,2643,54.26151,2023-05-05 08:44:06.677
s00_13,NULL,1410,48.086464,2023-05-05 08:23:10.087
is_86,One,24412,70.39661,2023-01-12 05:18:03.365
is_89,Two,32786,15.009377,2023-01-19 11:26:05.503
is_89,Three,32247,55.710907,2023-01-19 10:55:26.674
is_89,One,32727,47.597675,2023-01-19 11:17:33.3
is_89,Three,32988,16.685637,2023-01-19 11:48:40.077
is_89,Four,32465,47.430035,2023-01-19 11:05:38.852
liveday_14,Two,3388,72.11339,2023-03-13 05:48:06.666
liveday_14,Two,4042,84.78472,2023-03-13 05:59:42.228
liveday_14,Two,5779,87.78258,2023-03-13 06:30:57.776
liveday_14,Two,5174,78.54631,2023-03-13 06:20:04.457
liveday_14,Two,4717,92.29182,2023-03-13 06:11:40.036
liveday_29,One,9026,92.80785,2023-04-19 06:21:12.201
liveday_29,Two,7377,76.769844,2023-04-19 05:51:49.977
liveday_29,One,9607,93.64152,2023-04-19 06:31:51.155
liveday_29,Three,10753,91.34221,2023-04-19 06:52:16.685
liveday_29,Three,10997,96.80673,2023-04-19 06:57:22.282
liveday_29,One,8108,90.522064,2023-04-19 06:05:01.123
liveday_29,Two,6936,10.09988,2023-04-19 05:44:07.743
main_770,Seven,2470,30.342623,2023-01-05 08:46:59.902
liveday_26,Four,60881,54.139114,2023-03-31 06:30:24.447
liveday_26,Four,60974,54.414223,2023-03-31 06:31:58.832
liveday_26,Four,60237,50.529766,2023-03-31 06:19:12.254
liveday_8,Seven,731,40.50231,2023-02-27 08:35:41.175
is_103,Three,4243,53.21253,2023-02-07 08:48:30
is_103,One,5092,52.56285,2023-02-07 09:19:55.515
is_103,Two,5468,53.256966,2023-02-07 09:27:59.959
is_103,Two,3035,54.82204,2023-02-07 08:23:20.078
is_103,Four,4634,34.588833,2023-02-07 09:00:14.423
is_103,Two,3678,53.038868,2023-02-07 08:35:32.238
is_103,Three,5545,57.975513,2023-02-07 09:31:31.193
main_825,One,1406,37.689495,2023-02-15 09:28:56.655
main_825,One,1116,32.87188,2023-02-15 09:08:04.408
main_825,One,1833,40.47896,2023-02-15 10:27:57.724
main_825,Seven,780,14.313453,2023-02-15 08:41:03.34
main_825,One,1376,55.302032,2023-02-15 09:22:42.282
main_825,One,1833,46.233624,2023-02-15 10:24:45.55
main_825,One,1589,54.5953,2023-02-15 10:07:36.604
main_825,One,1244,52.52043,2023-02-15 09:10:38.833
liveday_26,Three,121440,52.781666,2023-04-11 10:27:58.899
liveday_26,Four,120503,52.04928,2023-04-11 10:11:27.744
liveday_26,Five,123299,53.826775,2023-04-11 11:01:47.755
liveday_26,Four,122068,53.010822,2023-04-11 10:39:23.308
liveday_26,One,122705,53.791046,2023-04-11 10:51:03.376
main_825,Five,3335,54.58234,2023-02-16 04:41:32.218
main_825,Five,3671,53.532917,2023-02-16 04:51:14.408
main_825,Five,2767,13.544135,2023-02-16 04:28:47.73
main_863,One,4964,59.644978,2023-03-13 09:10:04.423
main_863,One,5595,59.059784,2023-03-13 09:21:31.109
main_863,One,5821,57.779568,2023-03-13 09:25:31.12
liveday_26,Five,2922,52.473087,2023-03-27 06:50:02.264
liveday_26,Four,66171,86.628204,2023-03-31 09:23:46.635
liveday_26,One,64953,91.1749,2023-03-31 09:02:27.778
liveday_26,One,65258,89.90799,2023-03-31 09:07:33.373
liveday_26,Four,66392,85.658844,2023-03-31 09:27:27.763
liveday_26,Two,70012,90.33209,2023-03-31 10:28:43.33
liveday_26,Two,69529,88.45018,2023-03-31 10:20:39.986
liveday_26,Two,63153,89.21626,2023-03-31 08:30:55.596
liveday_26,Three,64192,90.52913,2023-03-31 08:49:01.131
liveday_26,Two,63224,91.850655,2023-03-31 08:32:06.699
liveday_26,Three,71372,91.99778,2023-03-31 10:52:05.56
preflight_1151,Seven,3205,14.536024,2023-02-07 05:07:49.922
is_84,One,2796,58.209232,2023-01-10 09:17:58.851
is_84,One,5306,51.46231,2023-01-10 11:31:32.289
is_84,Three,3604,48.469078,2023-01-10 10:20:06.602
is_84,Three,4629,52.12847,2023-01-10 11:00:57.707
is_84,Four,3269,56.52028,2023-01-10 09:32:18.835
is_84,Three,2153,57.563396,2023-01-10 08:56:44.483
is_84,Three,3315,10.097174,2023-01-10 10:09:14.494
is_84,Two,4816,58.462532,2023-01-10 11:08:06.636
is_84,One,4053,56.598434,2023-01-10 10:40:26.697
is_84,Two,3859,56.912052,2023-01-10 10:28:39.959
is_84,Two,2426,56.59033,2023-01-10 09:04:11.185
is_84,One,3897,10.185203,2023-01-10 10:34:38.83
is_84,One,1775,58.319,2023-01-10 08:26:22.232
is_84,Four,4314,57.72849,2023-01-10 10:49:49.983
liveday_8,Three,7974,88.73147,2023-02-27 10:40:25.549
liveday_8,Three,7270,88.252716,2023-02-27 10:23:32.251
is_89,One,7915,46.07747,2023-01-23 10:46:17.72
is_89,Three,8052,46.60098,2023-01-23 10:57:54.436
is_89,Three,8107,18.43965,2023-01-23 10:59:29.971
is_89,Four,8274,36.895153,2023-01-23 11:13:19.925
is_89,One,8467,10.300907,2023-01-23 11:36:31.176
is_89,Two,8433,59.96767,2023-01-23 11:31:53.302
main_905,One,16122,94.73251,2023-04-06 09:31:51.19
main_905,One,18801,87.18072,2023-04-06 10:17:30.013
main_905,One,15021,10.332209,2023-04-06 09:13:03.396
liveday_4,One,2622,88.26375,2023-02-22 08:55:13.38
liveday_4,One,1700,90.30656,2023-02-22 08:27:31.142
is_103,Two,408,58.826195,2023-02-01 06:44:47.718
is_103,One,845,56.038193,2023-02-01 06:54:19.922
main_928,Seven,46515,65.83218,2023-04-26 04:43:16.639
main_928,Seven,46582,78.533104,2023-04-26 04:44:40.095
is_86,Four,30351,76.73405,2023-01-12 08:59:02.285
is_86,Two,32263,77.9379,2023-01-12 10:16:07.714
is_86,Two,25317,78.8746,2023-01-12 05:44:48.893
is_86,Three,34890,71.45905,2023-01-12 11:23:00.085
is_86,Two,28635,77.98896,2023-01-12 08:18:49.94
is_86,Three,31279,76.35415,2023-01-12 09:25:47.768
is_86,Two,34117,59.282894,2023-01-12 11:06:34.421
is_86,Three,27474,69.24362,2023-01-12 06:40:02.272
is_86,Four,33617,58.08246,2023-01-12 10:54:16.603
is_86,Two,27083,77.588905,2023-01-12 06:29:30.02
is_86,One,35370,79.537224,2023-01-12 11:34:24.445
is_86,Three,26056,85.98121,2023-01-12 06:01:00.028
is_86,One,27882,81.81739,2023-01-12 06:50:39.982
is_86,Three,29378,75.0698,2023-01-12 08:34:59.97
is_86,One,33237,77.977066,2023-01-12 10:42:37.765
is_86,Four,28190,72.722336,2023-01-12 06:58:40.071
is_86,One,31659,81.417915,2023-01-12 09:57:24.436
is_86,Four,24823,77.98094,2023-01-12 05:32:19.906
is_86,Four,26788,77.6304,2023-01-12 06:21:27.765
is_86,Four,35662,77.959854,2023-01-12 11:43:19.97
is_86,One,26444,61.00847,2023-01-12 06:11:46.636
is_86,Two,30720,72.17487,2023-01-12 09:12:01.176
is_86,Four,31946,75.35883,2023-01-12 10:06:33.384
is_86,Three,32918,58.91437,2023-01-12 10:33:30.048
is_86,One,29786,74.06837,2023-01-12 08:45:44.487
is_95,One,724,59.11376,2023-01-27 11:08:42.234
is_95,Three,917,58.53559,2023-01-27 11:34:19.922
is_95,Four,854,54.88045,2023-01-27 11:20:39.974
is_95,Two,1015,53.70496,2023-01-27 11:45:43.32
is_95,Four,264,51.938663,2023-01-27 09:26:51.166
is_95,Two,470,62.5,2023-01-27 10:27:19.971
is_95,Four,422,59.0443,2023-01-27 10:22:40.081
is_95,Three,613,59.176052,2023-01-27 10:46:03.329
is_95,One,384,58.48313,2023-01-27 10:12:46.628
is_95,Two,660,57.840897,2023-01-27 10:56:20.054
main_905,One,19911,56.156994,2023-04-07 06:05:09.947
is_103,Two,8739,52.407833,2023-02-03 05:24:37.72
is_103,Three,9268,52.076183,2023-02-03 05:38:41.127
is_103,One,9658,53.177334,2023-02-03 06:10:43.373
is_103,Four,8373,53.206043,2023-02-03 05:14:32.237
is_103,One,8109,53.715004,2023-02-03 05:06:03.361
is_103,Two,10259,52.62563,2023-02-03 06:33:11.159
is_103,Three,6137,48.70436,2023-02-03 04:06:25.583
is_103,Four,6832,53.18028,2023-02-03 04:30:06.639
is_103,Three,7699,53.734947,2023-02-03 04:55:37.796
is_103,Three,10752,51.915127,2023-02-03 06:48:03.379
is_103,Two,5758,53.20716,2023-02-03 03:56:39.992
is_103,Four,9987,51.549023,2023-02-03 06:23:01.155
is_103,Two,7220,53.39106,2023-02-03 04:42:18.879
is_103,One,6406,48.63367,2023-02-03 04:18:02.202
is_103,One,11211,51.687263,2023-02-03 06:59:28.851
main_779,One,1292,18.920597,2023-01-12 05:32:31.132
main_797,Eight,7695,10.04186,2023-01-31 09:13:30.004
main_797,Eight,7876,46.013054,2023-01-31 09:17:20.085
main_797,Eight,8107,31.606716,2023-01-31 09:23:00.067
main_797,Eight,7645,10.902863,2023-01-31 09:00:08.867
main_797,Eight,6594,10.051482,2023-01-31 06:42:58.819
main_797,Eight,5379,37.988552,2023-01-31 06:14:20.092
main_797,Eight,9129,39.739796,2023-01-31 10:31:41.154
main_797,Eight,8254,32.097595,2023-01-31 10:05:57.736
main_797,Eight,8876,43.112007,2023-01-31 10:22:40.062
main_797,Eight,8678,46.426178,2023-01-31 10:16:58.858
main_797,Eight,7576,22.020296,2023-01-31 08:51:18.821
main_797,Eight,6742,10.060191,2023-01-31 08:16:41.116
main_797,Eight,6922,22.958378,2023-01-31 08:22:00.021
main_797,Eight,6961,14.019967,2023-01-31 08:25:14.499
main_797,Eight,7413,48.149204,2023-01-31 08:45:37.792
main_797,Eight,3289,52.9348,2023-01-31 04:29:00.058
main_797,Eight,2584,53.564457,2023-01-31 04:14:25.519
main_797,Eight,4023,52.828228,2023-01-31 04:45:17.777
main_797,Eight,4731,54.488068,2023-01-31 05:00:52.289
main_797,Eight,5174,10.039039,2023-01-31 05:46:03.397
main_797,Eight,5108,36.835724,2023-01-31 05:12:56.605
liveday_26,One,113264,54.36843,2023-04-11 06:22:44.49
liveday_26,Three,115475,54.413216,2023-04-11 07:03:08.856
liveday_26,One,113747,54.762405,2023-04-11 06:32:00.043
liveday_26,One,119530,55.191353,2023-04-11 09:30:47.706
liveday_26,Two,118352,53.31673,2023-04-11 08:59:05.559
is_95,Two,445,59.1271,2023-01-27 09:07:19.957
is_95,Two,496,59.953705,2023-01-27 09:15:43.362
is_95,Four,543,59.53284,2023-01-27 09:26:51.159
is_95,Three,382,59.99046,2023-01-27 08:54:16.621
is_95,One,350,59.680588,2023-01-27 08:43:28.856
is_95,Four,272,59.99076,2023-01-27 08:30:19.932
main_821,One,30210,28.561855,2023-02-13 04:26:22.243
s00_13,NULL,11459,53.117577,2023-05-05 11:35:52.28
s00_13,NULL,10623,53.49244,2023-05-05 11:14:15.534
s00_13,NULL,7792,52.694855,2023-05-05 10:17:38.894
s00_13,NULL,8295,53.133083,2023-05-05 10:26:56.694
s00_13,NULL,8847,53.10335,2023-05-05 10:42:58.808
s00_13,NULL,11172,53.38811,2023-05-05 11:31:05.543
s00_13,NULL,5408,52.086845,2023-05-05 09:36:57.785
s00_13,NULL,7436,52.770393,2023-05-05 10:11:41.199
s00_13,NULL,9712,53.464836,2023-05-05 10:58:12.254
s00_13,NULL,8640,53.244408,2023-05-05 10:32:41.142
s00_13,NULL,10097,52.91307,2023-05-05 11:04:37.714
s00_13,NULL,11016,53.65061,2023-05-05 11:20:48.868
s00_13,NULL,4954,54.057148,2023-05-05 09:28:36.659
s00_13,NULL,4018,53.24333,2023-05-05 09:12:06.698
s00_13,NULL,9306,52.905373,2023-05-05 10:50:37.763
liveday_26,Three,43496,51.55109,2023-03-30 05:16:26.665
liveday_26,Four,40569,53.97537,2023-03-29 04:47:54.421
main_809,Five,61042,36.699615,2023-02-08 11:46:00.093
is_86,Four,30697,59.25246,2023-01-16 08:34:18.893
is_86,Four,32376,57.85346,2023-01-16 09:24:31.181
is_86,Three,31073,51.422466,2023-01-16 08:46:53.357
is_86,Two,31907,57.79947,2023-01-16 09:10:40.069
is_86,Two,30311,58.843052,2023-01-16 08:23:46.684
is_86,One,31478,59.360874,2023-01-16 08:58:44.42
liveday_5,Three,1995,10.270049,2023-02-24 06:05:09.981
liveday_5,Four,1825,50.57256,2023-02-24 05:29:28.833
liveday_5,Two,1859,94.53834,2023-02-24 05:39:29.949
liveday_5,One,1940,95.47593,2023-02-24 06:00:04.401
liveday_5,Four,2123,10.2287,2023-02-24 06:40:17.716
liveday_5,Four,1734,88.65111,2023-02-24 05:20:13.349
liveday_5,Two,1890,97.11564,2023-02-24 05:47:03.371
liveday_29,Three,43318,33.928505,2023-04-19 09:17:53.345
liveday_29,Three,41561,59.447956,2023-04-19 08:46:53.342
liveday_29,Two,44018,39.47155,2023-04-19 09:30:22.297
liveday_29,Three,34919,31.066956,2023-04-19 06:52:16.642
liveday_29,One,32285,33.520943,2023-04-19 06:05:01.161
liveday_29,Three,48013,50.02492,2023-04-19 10:39:41.186
liveday_29,Three,49343,33.24197,2023-04-19 11:02:53.361
liveday_29,Three,35246,25.37935,2023-04-19 06:58:48.829
liveday_29,Three,42452,73.436066,2023-04-19 09:02:35.543
liveday_29,Two,31554,65.96308,2023-04-19 05:51:49.976
liveday_29,Five,47128,40.424717,2023-04-19 10:24:07.716
liveday_29,Two,40849,44.208603,2023-04-19 08:33:54.418
liveday_29,Two,31157,19.929335,2023-04-19 05:44:59.985
liveday_29,One,33190,68.1042,2023-04-19 06:21:11.184
liveday_29,Two,40104,35.739124,2023-04-19 08:20:36.653
liveday_29,Five,46511,37.37231,2023-04-19 10:12:56.657
liveday_29,Four,50018,38.632374,2023-04-19 11:15:08.865
liveday_29,One,33774,58.958893,2023-04-19 06:31:51.148
liveday_29,Two,50789,55.10487,2023-04-19 11:29:04.466
liveday_15,Three,3840,10.039546,2023-03-13 11:18:18.845
liveday_15,Four,2933,56.535145,2023-03-13 11:01:26.675
liveday_15,One,707,58.81063,2023-03-13 10:21:39.99
liveday_15,Three,3549,59.257217,2023-03-13 11:12:39.908
liveday_15,Four,1861,54.323612,2023-03-13 10:41:42.268
liveday_15,Four,2312,56.287155,2023-03-13 10:50:15.527
liveday_5,Five,4653,96.17278,2023-02-23 05:57:10.077
liveday_5,Five,4742,96.17203,2023-02-23 06:11:51.186
liveday_5,Five,4475,97.19402,2023-02-23 05:40:07.751
liveday_5,Five,5052,93.4784,2023-02-23 06:58:56.613
liveday_5,Five,4836,91.61267,2023-02-23 06:25:32.258
liveday_5,Five,4945,94.58645,2023-02-23 06:45:23.395
liveday_26,One,29426,59.787907,2023-03-29 04:20:49.92
is_95,Three,973,55.701077,2023-01-27 08:54:16.617
is_95,One,816,54.415966,2023-01-27 08:43:29.922
is_95,Two,1269,55.91264,2023-01-27 09:15:43.318
is_95,Two,1161,50.42051,2023-01-27 09:07:27.783
liveday_15,Three,4166,59.948368,2023-03-13 11:22:13.37
liveday_15,Three,4772,60.02538,2023-03-13 11:33:08.801
liveday_15,Four,3009,59.7081,2023-03-13 11:01:21.107
liveday_15,Four,2385,60.03085,2023-03-13 10:50:09.997
liveday_15,Four,1928,59.379894,2023-03-13 10:41:37.723
liveday_15,Three,1008,59.60577,2023-03-13 10:25:33.311
liveday_15,Three,3629,60.00809,2023-03-13 11:12:33.337
is_87,Three,20226,52.037327,2023-01-17 08:56:46.664
is_87,Two,18469,49.429985,2023-01-17 08:18:43.395
is_87,One,19032,46.28869,2023-01-17 08:31:45.565
is_87,Four,19547,48.49381,2023-01-17 08:42:36.653
is_87,One,21208,45.271523,2023-01-17 09:19:41.176
is_87,Two,20725,48.908806,2023-01-17 09:08:03.358
liveday_26,One,59009,91.88474,2023-03-31 06:06:05.56
liveday_26,Four,60387,91.799995,2023-03-31 06:30:24.49
liveday_26,Four,60480,91.1425,2023-03-31 06:31:57.791
liveday_26,Two,61596,90.28417,2023-03-31 06:51:21.159
liveday_26,Two,61834,90.7211,2023-03-31 06:55:19.959
